"detail_url","Crop Name","National Code","Variety Name","Original Name","Outstanding Characteristics","Agroecological Zones","Origin/Source","Developing Institute","Breeder(s)/Collaborators","Potential Yield (t/ha)","Year of Release","Year of Registration","Summary Yield (t/ha)"
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=238&cropid=7&task=view","Maize","NGZM-09-88","Oba Super 5","H06-15","Highly prolific expressed in good yield, more tolerant to lodging, excellent plant and ear aspect, more suitably adapted to mechanized harvesting, shining, more attractive creamy-white seeds and drought tolerant. (8-9t/ha)","Rainforest and lowland Savanna ecologies","IITA, Ibadan","IITA, Ibadan","A. Menkir, O. A. Ibikunle and M. O. Omidiji",9,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=239&cropid=7&task=view","Maize","NGZM-09-89","Oba Super 6","HY02-5","More adapted to Southern Guinea Savanna, Northern Guinea Savanna and Sudan Savanna ecologies, high yield, drought tolerant, low soil nitrogen-efficient, excellent plant and ear aspect. (7-8t/ha)","Rainforest and lowland Savanna ecologies","IITA, Ibadan","IITA, Ibadan","A. Menkir, O. A. Ibikunle and M. O. Omidiji",8,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=240&cropid=7&task=view","Maize","NGZM-09-90","Oba Super 7","05-1STR","Highly Striga resistant, more adapted to NGS and Sudan Savanna ecologies, drought tolerant, low soil nitrogen- efficient, supports low striga emergence, high yield potential, good for sole cropping and rotation with legumes (integrated striga control) and high starch content. (4t/ha)","Rainforest and lowland Savanna ecologies","IITA, Ibadan","IITA, Ibadan","A. Menkir, O. A. Ibikunle and M. O. Omidiji",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=241&cropid=7&task=view","Maize","NGZM-09-91","Oba Super 9","05-02STR","Striga resistant, more adapted to the Derived Savanna and SGS, supports low striga emergence and good for sole cropping and rotation with legumes (integrated striga control). (3.5t/ha)","Rainforest and lowland Savanna ecologies","IITA, Ibadan","IITA, Ibadan","A. Menkir, O. A. Ibikunle and M. O. Omidiji",3.5,2009,2009,3.5
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=509&cropid=16&task=view","Yam","NGDR-09-12","TDr 95/19158","TDr 95/19158","High yielding, pests and diseases tolerant, very good for yam, fufu, frying and boiling. (29.4t/ha)","16 Zones of Nigeria","IITA, Ibadan","NRCRI, Umudike","R. Asiedu",29.4,2009,2009,31.5
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=510&cropid=16&task=view","Yam","NGDR-09-13","TDr 89/02602","TDr 89/02602","High yielding, pests and diseases tolerant, very good for yam, fufu, frying and boiling. (31.5t/ha)","16 Zones of Nigeria","IITA, Ibadan","NRCRI, Umudike","R. Asiedu, J.G. Ikeorgu and E.C. Nwachukwu",31.5,2009,2009,37.5
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=511&cropid=16&task=view","Yam","NGDR-09-14","TDr 89/02660","TDr 89/02660","High yielding, pests and diseases tolerant, very good for yam, fufu, frying and boiling. (31t/ha)","16 Zones of Nigeria","IITA, Ibadan","NRCRI, Umudike","R. Asiedu, J.G. Ikeorgu and E.C. Nwachukwu",31,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=512&cropid=16&task=view","Yam","NGDA-09-15","TDa 00/00194","TDa 00/00194","High yielding, pests and diseases tolerant, good for pounded yam, frying and boiling. (37.5t/ha)","16 Zones of Nigeria","IITA, Ibadan","NRCRI, Umudike","R. Asiedu, C. N. Egesi and J. G. Ikeorgu",37.5,2009,2009,2
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=513&cropid=16&task=view","Yam","NGDA-09-16","TDa 00/00104","TDa 00/00104","High yielding, pests and diseases tolerant, good for pounded yam, frying and boiling. (30t/ha)","16 Zones of Nigeria","IITA, Ibadan","NRCRI, Umudike","R. Asiedu, C. N. Egesi and J. G. Ikeorgu",30,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=30&cropid=1&task=view","Cassava","NGME 08-30","NICASS 30","NR 93/0199","Very suitable for food and industry",NA,"NRCRI, Umudike","NRCRI, Umudike","Dr. L.S.O. Ene",NA,2008,2008,6.4
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=31&cropid=1&task=view","Cassava","NGME 08-31","NICASS 31","TMS 96/1089A","Contains moderate level of beta-carotene, high yielding, suitable for food and industry",NA,"IITA","IITA, NRCRI Umudike","Dr. A.G.O. Dixon",NA,2008,2008,35
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=84&cropid=3&task=view","Cowpea","NGVU-08-25","SAMPEA-10","IT97K-499-35","Early maturing, white seeded striga resistant, white seeded alectra resistant, good seed quality, field tolerance to major insect-pests. (2t/ha)",NA,"IAR, IITA Kano Station","IITA Kano/IAR Zaria","B.B. Singh, M.F. Ishiyaku, O.O. Olufajo, H.A. Ajeigbe, R.A. Adeleke & Y. Kamara",2,2008,2008,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=109&cropid=4&task=view","Soybean","NGGM-08-16","TGx 1835-10E","TGx 1835-10E","Early maturing, high promiscuous nodulation, highly resistant to rust, cercospora leaf spot and bacterial pustule. (1.5- 2t/ha)",NA,"IITA, Ibadan","IITA, Ibadan/NCRI, Badeggi","Dr. Ken Dashiell, Baffour Asafo-Adjei, Frederick Hakazimana, Ranajit, Bandyopadhyay, Hailu Tefera & M.N. Ishaq.",2,2008,2008,34.6
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=110&cropid=4&task=view","Soybean","NGGM-09-17","TGx 1904-6F",NA,"Medium maturing, high promi-scuous nodulation, high % nitrogen derived from atmosphere, high fodder yield and resistant to lodging, cercospora leaf spot and bacterial pustule. (1.5-2t/ha)","Forest Transition/Derived Savanna and Northern Guinea Savanna","IITA, Ibadan","IITA, Ibadan/NCRI, Badeggi","Dr. Ken Dashiell, Baffour Asafo-Adjei, Frederick Hakazimana, Alpha Kamara, Hailu Tefera & M. N. Ishaq.",2,2008,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=213&cropid=7&task=view","Maize","NGZM-08-63","SAMMAZ 15","IWDC2SynF2","Medium maturing, good seed quality, high yield potential, tolerance to Striga hermonthica. (6.9t/ha)",NA,"IITA Ibadan","IITA Ibadan","A. Menkir, J.M. Fajemisin, B. Badu- Apraku, S.G. Ado & F.A. Showemimo",6.9,2008,2008,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=214&cropid=7&task=view","Maize","NGZM-08-64","SAMMAZ 16","TZLComp1SynW-1","Late maturing, good seed quality, high yield, resistance to Striga hermonthica. (6.4t/ha)",NA,"IITA Ibadan","IITA Ibadan","A. Menkir, B. Badu- Apraku, J.G. Kling, S.G. Ado & F.A. Showemimo",6.4,2008,2008,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=491&cropid=15&task=view","Wheat","NGTA-08-9","LACRI WHIT-4","Atilla Gan Atilla","Medium maturing, heat tolerant, high yielding and good baking quality",NA,"CIMMYT Mexico","LCRI","A. Mustapha & J.A. Valencia",NA,2008,2008,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=505&cropid=16&task=view","Yam","NGDR-08-8","DRN 200/4/2","DRN 200/4/2","High yielding, pests and diseases tolerant, very good for fufu, frying and boiling. (35t/ha)","16 Zones of Nigeria","NRCRI, Umudike","NRCRI, Umudike","E. C. Nwachukwu",35,2008,2008,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=506&cropid=16&task=view","Yam","NGDA-08-9","TDa98/01176","TDa98/01176","High yielding, pests and disesases tolerant, good for pounded yam, frying and boiling, suitable for both rainy and dry seasons yam production. (26-30t/ha)","16 Zones of Nigeria","IITA, Ibadan","NRCRI Umudike","R. Asiedu & C.N. Egesi",30,2008,2008,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=507&cropid=16&task=view","Yam","NGDA-08-10","TDa98/01168","TDa98/01168","High yielding, pests and disesases tolerant, good for pounded yam frying and boiling. (24-28t/ha)","16 Zones of Nigeria","IITA, Ibadan","NRCRI Umudike","R. Asiedu & C.N. Egesi",28,2008,2008,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=508&cropid=16&task=view","Yam","NGDA-08-11","TDa98/01166","TDa98/01166","High yielding, pests and disesases tolerant, good for pounded yam, frying and boiling, suitable for both rainy and dry seasons yam production. (26-30t/ha)","16 Zones of Nigeria","IITA, Ibadan","NRCRI Umudike","R. Asiedu & C.N. Egesi",30,2008,2008,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=25&cropid=1&task=view","Cassava","NGME 06-25","NICASS 25","NR 87184","Early maturing, high yielding, suitable for food and industry (34.6t/ha)",NA,"NRCRI, Umudike","NRCRI, Umudike/ RMRDC, Abuja","Dr. L.S.O. Ene, Dr. C. Egesi, Dr. F. O. Ogbe, Dr. T.N.C. Echendu, Dr. B. Maziya-Dixon, Dr. U.J. Ukpabi & Dr. E. Oti.",34.6,2006,2006,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=26&cropid=1&task=view","Cassava","NGME 06-26","NICASS 26","TMS 92/0057","Fairly suitable for mixed cropping, high yielding, suitable for food and industry (37.7t/ha)",NA,"IITA","IITA/NRCRI Umudike","Dr. A.G.O .Dixon, Dr. C. Egesi, Dr. F.O. Ogbe, Dr. T.N.C. Echendu, Dr. B. Maziya-Dixon, Dr. U.J. Ukpabi & Dr. E. Oti.",37.7,2006,2006,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=27&cropid=1&task=view","Cassava","NGME 06-27","NICASS 27","TMS 92/0326","Early maturing, suitable for mixed cropping, high yielding, suitable for food and industry (39.5t/ha)",NA,"IITA","IITA, NRCRI Umudike and RMRDC Abuja","Dr. A.G.O. Dixon, Dr. C. Egesi, Dr. F.O. Ogbe, Dr. T.N.C. Echendu, Dr. B. Maziya-Dixon, Dr. U.J. Ukpabi & Dr. E. Oti.",39.5,2006,2006,39.5
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=28&cropid=1&task=view","Cassava","NGME 06-28","NICASS 28","TMS 96/1632","Fairly suitable for mixed cropping, high yielding, suitable for food and industry (43.2t/ha)",NA,"IITA","IITA, NRCRI Umudike","Dr. A.G.O. Dixon, Dr. C. Egesi, Dr. F.O. Ogbe, Prof. M.O. Akoroda & Dr. E. Okoro.",43.2,2006,2006,48.4
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=29&cropid=1&task=view","Cassava","NGME 06-29","NICASS 29","TMS 98/0002","Early maturing, fairly suitable for mixed cropping, high yielding, suitable for food and industry (48.4t/ha)",NA,"IITA","IITA, NRCRI Umudike and RMRDC Abuja","Dr. A.G.O. Dixon, Dr. C. Egesi, Dr. F.O. Ogbe, Prof. M.O. Akoroda & Dr. E. Okoro.",48.4,2006,2006,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=464&cropid=13&task=view","Sugarcane","NGSO - 06-20","NCS -008","BD96-016","High yielding, high tillering, good ratoonability, early maturity and moderately resistant to smut. (90t/ha (plant crop) 86t/ha (ratoon crop))",NA,"NCRI, Badeggi","NCRI, Badeggi","Dr. M.N. Ishaq, Dr. S. Agboire",90,2006,2006,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=20&cropid=1&task=view","Cassava","NGME 05-20","NICASS 20","TME-419","High yield, resistant to Cassava Mosaic Disease (CMD).",NA,"IITA Ibadan","IITA Ibadan","Dr. A.G.O. Dixon, Dr. Egesi, Dr. F.O. Ogbe, Prof. Akoroda & Dr. E. Okoro.",NA,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=21&cropid=1&task=view","Cassava","NGME 05-21","NICASS 21","TMS 97/2205","High yield, resistant to Cassava Mosaic Disease (CMD).",NA,"IITA Ibadan","IITA Ibadan","Dr. A.G.O. Dixon, Dr. Egesi, Dr. F.O. Ogbe, Prof. Akoroda & Dr. E. Okoro.",NA,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=22&cropid=1&task=view","Cassava","NGME 05-22","NICASS 22","TMS 98/0505","High yield, resistant to Cassava Mosaic Disease (CMD).",NA,"IITA Ibadan","IITA Ibadan","Dr. A.G.O. Dixon, Dr. Egesi, Dr. F.O. Ogbe, Prof. Akoroda & Dr. E. Okoro.",NA,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=23&cropid=1&task=view","Cassava","NGME 05-23","NICASS 23","TMS 98/0510","High yield, resistant to Cassava Mosaic Disease (CMD)",NA,"IITA Ibadan","IITA Ibadan","Dr. A.G.O. Dixon, Dr. Egesi, Dr. F.O. Ogbe, Prof. Akoroda & Dr. E. Okoro.",NA,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=24&cropid=1&task=view","Cassava","NGME 05-24","NICASS 24","TMS 98/0581","High yield, resistant to Cassava Mosaic Disease (CMD)",NA,"IITA Ibadan","IITA Ibadan","Dr. A.G.O. Dixon, Dr. Egesi, Dr. F.O. Ogbe, Prof. Akoroda & Dr. E. Okoro.",NA,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=82&cropid=3&task=view","Cowpea","NGVU-05-23","SAMPEA-8","IT93K-452-1","Extra-early maturity, good seed quality, field tolerance to major insect- pest.",NA,"IITA, Kano Station","IITA Ibadan & IAR Zaria","B.B. Singh, M.F. Ishiyaku, O.O. Olufajo, A.A. Zaria, H.A. Ajeigbe & S.G. Mohammed",NA,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=83&cropid=3&task=view","Cowpea","NGVU-05-24","SAMPEA-9","IT90K-277-2","Dual purpose (good grain and folder yields), acceptable seed quality and good fodder quality",NA,"IITA, Kano Station","IITA Ibadan & IAR Zaria","B.B. Singh, M.F. Ishiyaku, O.O. Olufajo, A.A. Zaria, H.A. Ajeigbe & S.G. Mohammed",NA,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=212&cropid=7&task=view","Maize","NGZM-05-62","SAMMAZ 14","OBATANPA","High lysine and tryptophane contents, medium maturing, good seed quality, high yield, tolerance to Striga.",NA,"CRI, Kumasi, Ghana","IAR, Samaru","S.G. Ado, F.A. Showemimo, A.M. Falaki, S.O. Alabi & U.S. Abdullahi",NA,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=299&cropid=8&task=view","Pearl Millet","NGPG-05-10","LCICMH-1","LCICMH99-10","High yield, food quality preferred by 99% of users and medium maturing. (4.0-4.5t/ha)",NA,"LCRI-ICRISAT","LCRI, Maiduguri","I.I. Angarawai, S.C. Gupta & S.E. Aladele",4.5,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=357&cropid=9&task=view","Rice","NGOS-03-56","FARO-56","NERICA 2 WAB450-11-1-P31-HB","Early maturity, high yielding, tolerant to drought, weed competitiveness, more grain/panicles.",NA,"WARDA, Bouake","WARDA, NCRI, Badeggi","M.P. Jones/NCRI Rice Programme",NA,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=358&cropid=9&task=view","Rice","NGOS-05-57","FARO-57","TOX4004-43-1-2-1","High yielding, medium maturing long slender grains, resistant to blast, drought, iron toxicity and rice yellow mottle virus disease.",NA,"WARDA/IITA","NCRI, Badeggi, Ibadan","T.M. Masajo, B.N. Singh & O.A. Oladimeji",NA,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=489&cropid=15&task=view","Wheat","NGTA-05-7","LACRI WHIT-2","Cettia","Early maturing, heat tolerant, high yielding & excellent baking quality",NA,"CIMMYT Mexico","LCRI","A. Mustapha & J.A. Valencia",NA,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=490&cropid=15&task=view","Wheat","NGTA-05-8","LACRI WHIT-3","LINFEN","High yielding, golden yellow grain and excellent baking quality",NA,"CIMMYT Mexico","LCRI & IAR, Zaria","A. Mustapha & J.A. Valencia",NA,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=601&cropid=37&task=view","Kenaf","NGHC-05-1","Ifeken 400","IFEHC 400","Tolerant to root nematode disease. (1.1t/ha)","Rainforest and Southern Guinea Savanna","IAR, Samaru","IAR&T, Ibadan","Prof. B.A. Ogunbodede, Dr. S.A. Olakojo, Dr. J.A. Adediran & Dr. J.A. Raji.",1.1,2005,2005,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=386&cropid=10&task=view","Rubber","NGHB-08-12","NIG-803","RRINC-48","High late yield of 2300- 2800 kg/ha/year compared to yield of 300- 400kg/ha/ year obtainable in local cultivar and upper limit of 1600kg/ha/year in exotic clones.","Rainforest, Savanna","Nigeria","RRIN Benin City","Olapade, E.O., Alika, J.E., Mekako, H.U., Onokpise, O. and Tappan, W.G.",2.8,2004,2008,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=55&cropid=2&task=view","Cotton","NGGS 03-9","SAMCOT-11","BAR XL4 (79)36","Long Staple","Humid Forest","I.A.R. SAMARU","IAR/ABU Zaria",NA,NA,2003,2003,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=56&cropid=2&task=view","Cotton","NGGS 03-10","SAMCOT-12","PIMAS","Long Staple","Northern and Southern Guinea Savanna, Sudan Savanna, Sahel Savanna","I.A.R. SAMARU","IAR/ABU Zaria",NA,NA,2003,2003,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=57&cropid=2&task=view","Cotton","NGGS 03-11","SAMCOT-13","GIZA 45","Long Staple","Northern and Southern Guinea Savanna, Sudan Savanna, Sahel Savanna","I.A.R. SAMARU","IAR/ABU Zaria",NA,NA,2003,2003,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=298&cropid=8&task=view","Pearl Millet","NGPG-03-9","LCIC MV-2",NA,"Extra- early maturing preferred for food quality. (1.5-2t/ha)",NA,NA,"LCRI Maiduguri","I.I. Angarawai, Y. Yakubu",2,2003,2003,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=354&cropid=9&task=view","Rice","NGOS-03-53","FARO-53","ITA 321",NA,"Forest Transition/Derived Savanna","WARDA/IITA Ibadan","NCRI, Badeggi","T.M. Masajo, B.N. Singh & O.A. Oladimeji",NA,2003,2003,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=355&cropid=9&task=view","Rice","NGOS-03-54","FARO-54","WAB 189-B-B-B-8-HB","High yield, early maturing good weed competiveness and drought tolerant.","Northern and Southern Guinea Savanna, Sudan Savanna","WARDA, Bouake","NCRI, Baadeggi","M.P. Jones/NCRI Rice Programme",NA,2003,2003,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=356&cropid=9&task=view","Rice","NGOS-03-55","FARO-55","NERICA 1 WAB450-1-P38-HB","Early maturity, weed competitiveness, tolerance to disease, high grain yield and good cooking quality, resistance to lodging.","Northern and Southern Guinea Savanna, Sudan Savanna","WARDA, Bouake","NCRI, Badeggi","M.P. Jones/NCRI Rice Programme",NA,2003,2003,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=501&cropid=16&task=view","Yam","NGDR-03-4","TDR 89/02665","TDR 89/02665","Stable yield very good cooking and pounding qualities, cream non- oxidizing parenchyma, 35.3% tuber dry matter.","Forest and Southern Guinea Savanna","IITA, Ibadan/NRCRI, Umudike","IITA, Ibadan/NRCRI, Umudike","Dr. S.K. Hahn, Dr. R. Asiedu & Dr. G.C. Orkwor",NA,2003,2003,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=502&cropid=16&task=view","Yam","NGDR-03-5","TDR 89/01213","TDR 89/01213","Stable yield, very good cooking and pounding qualities, white non- oxidizing parenchyma, tuber dry matter = 29.8%","Forest and Southern Guinea Savanna","IITA, Ibadan/NRCRI, Umudike","IITA, Ibadan/NRCRI, Umudike","Dr. S.K. Hahn, Dr. R. Asiedu & Dr. G.C. Orkwor",NA,2003,2003,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=503&cropid=16&task=view","Yam","NGDR-03-6","TDR 89/01438","TDR 89/01438","Stable yield, very good cooking and pounding qualities, white non- oxidizing parenchyma, tuber dry matter = 29.3%","Forest and Southern Guinea Savanna","IITA, Ibadan/NRCRI, Umudike","IITA, Ibadan/NRCRI, Umudike","Dr. S.K. Hahn, Dr. R. Asiedu & Dr. G.C. Orkwor",NA,2003,2003,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=504&cropid=16&task=view","Yam","NGDR-03-7","TDR 95/01924","TDR 95/01924","Stable yield, very good cooking and pounding qualities, white non- oxidizing parenchyma, tuber dry matter = 32.8%","Forest and Southern Guinea Savanna","IITA, Ibadan/NRCRI, Umudike","IITA, Ibadan/NRCRI, Umudike","Dr. S.K. Hahn, Dr. R. Asiedu & Dr. G.C. Orkwor",NA,2003,2003,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=203&cropid=7&task=view","Maize","NGZM-01-53","Oloyin","ART- 98-SW-1","Sweet and high in protein 14.33%",NA,"Nigeria","I.A.R. & T. Ibadan","Dr. B.A. Ogunbodede",NA,2001,2001,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=204&cropid=7&task=view","Maize","NGZM-01-54","SAMMAZ-11","TZL COMP1-W","Striga resistant, high yield potential and suitable for intercropping.",NA,"IITA, Ibadan","IITA, Ibadan","J.G. Kling, Dr. S.G. Ado and S.T.O. Lagoke",NA,2001,2001,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=205&cropid=7&task=view","Maize","NGZM-01-55","SAMMAZ-12","95 TZEE-W1","Extra earliness, high yield potential and suitable in area with > 600mm rainfall distributed within 80days.",NA,"IITA, Ibadan WECAMAN","IITA, Ibadan","Dr. Badu-Apraku, J.G. Kling, A. Menkir and S.G. Ado",NA,2001,2001,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=206&cropid=7&task=view","Maize","NGZM-01-56","SAMMAZ 13","95 TZEE-Y1","Extra earliness, high yield potential and suitable in area with > 600mm rainfall distributed within 80days.",NA,"IITA, Ibadan WECAMAN","IITA, Ibadan","Dr. Badu-Apraku, J.G. Kling, A. Menkir and S.G. Ado",NA,2001,2001,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=207&cropid=7&task=view","Maize","NGZM-01-57","(OBA-FEMI)","PH-2","Short plant type, high yield potential, resistant to lodging, good for mechanized harvesting.",NA,"Premier Seed Nig. Ltd., Zaria","Premier Seed Nig. Ltd., Zaria","Dr. Joshua, Dr. M.O. Omidiji, Mr. L.A. Oke & R.I.O. Amusan",NA,2001,2001,NA
