"detail_url","Crop Name","National Code","Variety Name","Original Name","Outstanding Characteristics","Agroecological Zones","Origin/Source","Developing Institute","Breeder(s)/Collaborators","Potential Yield (t/ha)","Year of Release","Year of Registration","Summary Yield (t/ha)"
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=707&cropid=7&task=view","Maize","NGZM-21-160","HAKIMI 1","LY1606","Intermediate provitamin A content (11.1 ?g/g). 7.4 t/ha","Northern and Southern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan and Goldagric Nigeria Limited; IAR, Samaru, Zaria","A. Menkir, M. Oyekunle, W. Mengesha, S. Meseka, J.E. Onyibe, J.O. Onyibe, I.S. Usman, and H. Mani",7.4,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=708&cropid=7&task=view","Maize","NGZM-21-161","HAKIMI 2","M1226-4","High grain yielding and prolific. (8.1 t/ha)","Southern and Northern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan and Goldagric Nigeria Limited; IAR, Samaru, Zaria","A. Menkir, M. Oyekunle, W. Mengesha, S. Meseka, J.E. Onyibe, J.O. Onyibe, I.S. Usman, and H. Mani",8.1,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=709&cropid=7&task=view","Maize","NGZM-21-162","HAKIMI 3","EWH-79","Early maturity, high grain yield, tolerance to drought, Striga hermonthica and low soil nitrogen. (7.1 t/ha)","Northern Guinea and Sudan Savanna ecologies","IITA, Ibadan","IITA, Ibadan and Goldagric Nigeria Limited; IAR, Samaru, Zaria","B. Badu-Apraku, M. Oyekunle, J.E. Onyibe, J.O. Onyibe, I.S. Usman and H. Mani",7.1,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=710&cropid=7&task=view","Maize","NGZM-21-163","DK7500","DK7500","High grain yield and good standability. (10 t/ha)","Southern and Northern Guinea Savanna ecologies","Bayer Nigeria Limited (Monsanto technology LLC)","Bayer Nigeria Limited (Monsanto technology LLC); IAR, Samaru, Zaria","Isidro Alvarez, M. Oyekunle, D. Wangila, A. Schroder, I. Alvarez, K. Ayodele, E. Adebayo, A. Bello, I.S. Usman, and H. Mani",10,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=711&cropid=7&task=view","Maize","NGZM-21-164","SAMMAZ 64","MO19-24","Tolerance to drought and Striga hermonthica. (8.2t/ha)","Southern and Northern Guinea Savanna ecologies","IAR Samaru, Zaria","IAR Samaru, Zaria;","M. Oyekunle, S.G. Ado, Z. Saminu, I.S. Usman, H. Mani, H. Abubakar, Y.U. Oladimeji, L.B. Hassan and H.O. Ahmed",8.2,2022,2022,8.2
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=712&cropid=7&task=view","Maize","NGZM-21-165","SAMMAZ 65","MO19-21","Tolerance to drought and Striga hermonthica. (8.7t/ha)","Southern and Northern Guinea Savanna ecologies","IAR Samaru, Zaria","IAR Samaru, Zaria;","M. Oyekunle, S.G. Ado, Z. Saminu, I.S. Usman, H. Mani, H. Abubakar, Y.U. Oladimeji, L.B. Hassan and H.O. Ahmed",8.7,2022,2022,8.4
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=713&cropid=7&task=view","Maize","NGZM-21-166","SAMMAZ 66","TZL COMP1-W C6/DT-SYN-1-W","High grain yield, tolerant to drought and Striga hermonthica. (8.4t/ha)","Southern and Northern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan;","A. Menkir, M. Oyekunle, S. Meseka, W. Mengesha, S.G. Ado, Z. Saminu, I.S. Usman, H. Mani, H. Abubakar, Y.U. Oladimeji, L.B. Hassan and H.O. Ahmed",8.4,2022,2022,8.7
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=714&cropid=7&task=view","Maize","NGZM-21-167","SAMMAZ 67","A1820-4","High grain yield and intermediate provitamin A content (13.5?g/g). 9.7t/ha","Northern and Southern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan;","A. Menkir, M. Oyekunle, W. Mengesha, S. Meseka, S.G. Ado, I.S. Usman and H. Mani",9.7,2022,2022,9.7
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=715&cropid=7&task=view","Maize","NGZM-21-168","SAMMAZ 68","WE8206","High yield and good standability. (8.7t/ha)","Guinea Savanna ecologies","AATF/TELA Maize Project, Nairobi, Kenya","Bayer Crop Science, Petit, South Afica, IAR Samaru, Zaria, CIMMYT Nairobi, Kenya and AATF Nairobi, Kenya;","E. Ndou, M. Oyekunle, Y. Beyene, R.S. Adamu and S.O. Oikeh",8.7,2022,2022,8.1
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=716&cropid=7&task=view","Maize","NGZM-21-169","OBA SUPER 15","AS1705-21","Striga and drought tolerance and high grain yield. (9.3 t/ha)","Southern and Northern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan; IAR, Samaru, Zaria","Abebe Menkir (IITA), M. Oyekunle (IAR), Afolabi Samson (PSNL), Silvestro Meseka, A. O. Ogungbile, Ibitoye Oyewale, H. Mani, and I.S. Usman",9.3,2022,2022,8.6
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=717&cropid=7&task=view","Maize","NGZM-21-170","OBA SUPER 17","M1526-2","Striga and drought tolerance and high grain yield. (9.7 t/ha)","Southern Guinea and Northern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan; IAR, Samaru, Zaria","Abebe Menkir (IITA), M. Oyekunle (IAR), Afolabi Samson (PSNL), Silvestro Meseka, A. O. Ogungbile, Ibitoye Oyewale, H. Mani, and I.S. Usman",9.7,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=718&cropid=7&task=view","Maize","NGZM-22-171","SC737","15C32563","Vigorous, good standability, high yielding and excellent husk cover. (10.9 t/ha)","Guinea Savannah","Seed Co Ltd, Zimbabwe","Seed Co Ltd, Nigeria; IAR, Samaru, Zaria and IITA, Ibadan","Victor O. Oladipo, Gorden Mabuyaye, Elliot Tembo, RodreckGunundu, Alex Chikoshana, MuhydeenOyekunle, Abebe Menkir, Shaheed Kabir and Moses Adebayo.",10.9,2022,2022,7.42
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=719&cropid=7&task=view","Maize","NGZM-22-172","VSL 2101","VLN30/VCML25","High yielding, drought and low nitrogen tolerance. (8.1 t/ha)","Derived and Guinea Savanna ecologies","Value Seeds Limited, Nigeria.","Value Seeds Limited Nigeria; IAR, Samaru, Zaria","Anthony Oluwatoyosi Job, Muhammad Ahmad Yahaya, Moses TerguIgyuve, A.A. Yusuf, A. Sanni, A.I. Gabasawa, I.M. Utono, R. Olayiwola, R. Akinwale, I. Iseghohi, G. Zangir, A. Abidakun, M. Adakwu and A. Fashina",8.1,2022,2022,10.1
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=720&cropid=7&task=view","Maize","NGZM-22-173","VSL 2102","VLN31- Y/V352DTLN","High yielding, low nitrogen tolerance. (8.2 t/ha)","Guinea and Sudan Savanna agro- ecologies","Value Seeds Limited, Nigeria.","Value Seeds Limited Nigeria; IAR, Samaru, Zaria","Anthony Oluwatoyosi Job, Muhammad Ahmad Yahaya, Moses Terngu Igyuve, A.A. Yusuf, S. Abdulrahman, A.I. Gabasawa, I.M. Utono, Richard Olayiwola, Richard Akinwale, Innocent Iseghohi, G. Zangir, A. Abidakun, M. Adakwu and A. Fashina",8.2,2022,2022,10.51
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=721&cropid=7&task=view","Maize","NGZM-22-174","VSL 2065","VELN-W/VE47M","High yielding and low soil nitrogen tolerance. (8.6t/ha)","Guinea Savanna agro- ecologies","Value Seeds Limited, Nigeria.","Value Seeds Limited Nigeria; IAR, Samaru, Zaria","Anthony Oluwatoyosi Job, Muhammad Ahmad Yahaya, Moses Terngu Igyuve, A.A. Yusuf, S. Abdulrahman, A.I. Gabasawa, I.M. Utono, R. Olayiwola, R. Akinwale, I. Iseghohi, G. Zangir, A. Abidakun, M. Adakwu and A. Fashina",8.6,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=722&cropid=7&task=view","Maize","NGZM-22-175","ILOMAZ 2","TZL COMP4 C3 DT C2","Tolerance to drought and high grain yield. (7.4t/ha)","Southern Guinea Savanna and Rain Forest ecologies","IITA, Ibadan","IITA, Ibadan;","A. Menkir, F. Bankole, G. Olaoye, M. Oyekunle, S. Olakojo, F. Takim, K. Omotesho and O. Ayinde",7.4,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=723&cropid=7&task=view","Maize","NGZM-22-176","WAC58PVEE","EEPVAH-58","High yielding, Provitamin A, (8.12?g/g). 6.70 t/ha","Derived Savann, Southern and Northern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan; IAR&T, Ibadan","B. Badu-Apraku, S.A. Olakojo, T.A. Akintunde, Oluwaseun Omikunle, A.A.Adebite, D.J. Ogunniyan, J.O Olasoji, F.A.Akinbode, A.O.Egbetokun, F.A.Anjorin and M.A.Kolawole.",6.7,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=724&cropid=7&task=view","Maize","NGZM-22-177","WAC 42PVEE","EEPVAH-42","High yielding, drought tolerant, Provitamin A (5.30?g/g). 6.20 t/ha","Derived savanna, Southern and Northern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan; IAR&T, Ibadan","B. Badu-Apraku, S.A. Olakojo, T.A. Akintunde, Oluwaseun Omikunle, A.A.Adebite, D.J. Ogunniyan, J.O Olasoji, F.A.Akinbode, A.O.Egbetokun, F.A.Anjorin and M.A.Kolawole.",6.2,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=725&cropid=7&task=view","Maize","NGZM-22-178","WACQ6","EYQ-6","High yielding, Low Nitrogen tolerance. (7.42 t/ha)","Rainforest, derived savanna, Southern and Northern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan; IAR&T, Ibadan","B. Badu-Apraku, S.A. Olakojo, T.A. Akintunde, Oluwaseun Omikunle, A.A.Adebite, D.J. Ogunniyan, J.O Olasoji, F.A.Akinbode, A.O.Egbetokun, F.A.Anjorin and M.A.Kolawole.",7.42,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=726&cropid=7&task=view","Maize","NGZM-22-179","WAC55E","EYH55","High yield, Striga tolerant. (7.44 t/ha)","Rainforest, Southern and Northern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan; IAR&T, Ibadan","B. Badu-Apraku, S.A. Olakojo, T.A. Akintunde, Oluwaseun Omikunle, A.A.Adebite, D.J. Ogunniyan, J.O Olasoji, F.A.Akinbode, A.O.Egbetokun, F.A.Anjorin and M.A.Kolawole.",7.44,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=727&cropid=7&task=view","Maize","NGZM-22-180","WAC14M5","MO1426-5","High grain yielding. (10.10 t/ha)","Rainforest, derived savanna, Southern and Northern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan; IAR&T, Ibadan","A. Menkir, S.A. Olakojo, A.T. Akintunde, Oluwaseun Omikunle, A.A.Adebite, D.J. Ogunniyan, J.O Olasoji, F.A.Akinbode, A.O.Egbetokun, F.A.Anjorin and M.A.Kolawole",10.1,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=728&cropid=7&task=view","Maize","NGZM-22-181","SAMLAK 2609MW","MO9026-09","High yield, drought tolerant. (10.95 t/ha)","Rainforest, Southern and Northern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan; IAR&T, Ibadan","Abebe Menkir, Oloruntoba Olakojo, A.A.Adebite, D.J. Ogunniyan, J.O Olasoji, F.A.Akinbode, A.O.Egbetokun, F.A.Anjorin and M.A.Kolawole",10.95,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=729&cropid=7&task=view","Maize","NGZM-22-182","SAMLAK 1608LY","LY1608","Drought tolerance, High yield, High Provitamin A nd Beta Carotene. (10.51 t/ha)","Rainforest, Southern and Northern Guinea Savanna ecologies","IITA, Ibadan","IITA, Ibadan; IAR&T, Ibadan","Abebe Menkir, Oloruntoba O. Olakojo, A.A.Adebite, D.J. Ogunniyan, J.O Olasoji, F.A.Akinbode, A.O.Egbetokun, F.A.Anjorin and M.A.Kolawole.",10.51,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=747&cropid=9&task=view","Rice","NGOS-21-74","Arize 6444 Gold","Arize 6444 Gold","High yield, long and medium slender grains and tolerance to blast and stem borer. (10 t/ha)","Lowland","Pallishree Ltd Arambagh West Bengal India","Bayer, Asian Pacific Commercial, Crop Science Division Bayer Bioscience PVT. India; NCRI, Badeggi","Y, Raj., M. Bashir, A. T. Maji, E.O. Bernard, Ahmed B., Ayodele K. Esther, A and Salami O.",10,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=748&cropid=9&task=view","Rice","NGOS-21-75","Arize TEJ Gold","Arize TEJ Gold","High yield, long and slender grains, tolerant to blast and stem borer. (9.7 t/ha)","Lowland","Pallishree Ltd Arambagh West Bengal India","Bayer, Asian Pacific Commercial, Crop Science Division Bayer Bioscience PVT. India; NCRI, Badeggi","Y, Raj., M. Bashir, A. T. Maji, E.O. Bernard, Ahmed B., Ayodele K. Esther, A and Salami O.",9.7,2022,2022,9.7
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=770&cropid=15&task=view","Wheat","NGTA-22-17","LACRI-WHIT-12D","MBA-MAJA (GERARDO)","Heat tolerance, high yielding and high flour yield and quality (73.3%). 6.2t/ha","Irrigated conditions of the Sudano- sahelian zones","ICARDA Morocco","ICARDA Morocco, LCRI Nigeria and JRI Nigeria;","Filippo Maria Bassi, Solomon Asefa, Mala Kachalla Kyari, Dawud Maryam Abba, Yakubu Yahaya, Auwal Ahmed, Z.G.S. Turaki, O.G. Olabanji, I.U. Abubakar and Sani Miko",6.2,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=771&cropid=15&task=view","Wheat","NGTA-22-18","LACRI-WHIT-13D","ALTAR-84","Heat tolerance, high yielding and high flour yield and quality (71.3%). 5.6t/ha","Irrigated conditions of the Sudano- sahelian zones","ICARDA Morocco","ICARDA Morocco and LCRI Nigeria;","Filippo Maria Bassi, Solomon Asefa, Mala Kachalla Kyari, Dawud Maryam Abba, Yakubu Yahaya, Auwal Ahmed, Z.G.S. Turaki, O.G. Olabanji, I.U. Abubakar and Sani Miko",5.6,2022,2022,4.9
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=776&cropid=16&task=view","Yam","NGDR-22-27","UMUDr32 (favorite)","TDr1100497","High dry matter, high tuber and flour yields,high starch, slow rate of oxidation, excellent sensory properties. (32.7t/ha)","Guinea Savannah and Rain Forest Agro-ecologies","IITA, Ibadan","IITA, Ibadan;","Lopez-Montes A .,Obidiegwu J.E., Asfaw A., Oselebe H.,., Agre P., Dekoeyer D., Adebola P., Asiedu R., Nwadili, C., Okereke, N.R., Ofeze M., Nnabue, I. and Edemodu A.",32.7,2022,2022,1.48
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=787&cropid=37&task=view","Kenaf","NGHC-22-03","ARTKEN 211","SAU75-414","High fibre yield and high fibre quality. (4.9 t/ha)","Rain forest and Guinea Savanna.","IAR&T, Ibadan","IAR&T, Ibadan;","D.J. Ogunniyan, S. A. Olakojo, O.N. Adeniyan, J.A. Adetumbi, S. A. Makinde and A.T. Attah",4.9,2022,2022,30
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=791&cropid=41&task=view","Acha","NGDE-22-01","NCRIACH 1","EXPL03-10-01","High yielding, high tillering/culm branching, Resistant to Leaf Miner Pest, Leaf spot and leaf rust diseases. (818.03 kg/ha)","Norther, Southern and Derived Savanna Ecologies","NCRI-Badeggi","NCRI-Badeggi; University of Jos, Nigeria","Isong, Abasianyanga E., Umar, Fatima A., Stephen, D., Mamza, W. S., Umar, A., Maji, A. T., Bakare, S. O., Kwon-Ndung, E. H., Ishaq, M. N., Mohammed, I. G., Gbadeyan, S. T., Apuyor, B. O., Bright, E. O., Onyia, K. C. and Ogeh, B. O.",0.82,2022,2022,4.1
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=792&cropid=41&task=view","Acha","NGDI-22-02","NCRIACH 2","IBPL05-19-03","High yielding, Good tillering ability and resistance to lodging. (1.48 t/ha)","Norther, Southern and Derived Savanna Ecologies","NCRI-Badeggi","NCRI-Badeggi; University of Jos, Nigeria","Isong, A. E. and Umar, F. A.",1.48,2022,2022,38.7
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=799&cropid=43&task=view","Ginger","NGZO-22-01","UMUGIN 1","UG 1","High yield, yellow flesh colour. (39t/ha)","Rainforest and Guinea Savannah","NRCRI, Umudike, Nigeria","NRCRI, Umudike, Nigeria;","Amadi Charles, Nwaigwe Grace, Amanze Ngozi, Ohaeri John, Afuape Solomon, Onyekwere Innocent, Aboaja Friday, Mafulul Mohamed, Bala Idris, Opia Harrison, Ewuziem Justin, Ezebuiro Victoria, Amadi Genevieve, Ebeniro Christiana and Ukpabi J. Ukpabi",39,2022,2022,37.5
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=800&cropid=43&task=view","Ginger","NGZO-22-02","UMUGIN 2","UG 2","High yield and high oleoresin. (30t/ha)","Rainforest and Guinea Savannah","NRCRI, Umudike, Nigeria","NRCRI, Umudike, Nigeria;","Amadi Charles, Nwaigwe Grace, Amanze Ngozi, Ohaeri John, Afuape Solomon, Onyekwere Innocent, Aboaja Friday, Mafulul Mohamed, Bala Idris, Opia Harrison, Ewuziem Justin, Ezebuiro Victoria, Amadi Genevieve, Ebeniro Christiana and Ukpabi J. Ukpabi",30,2022,2022,3.7
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=810&cropid=45&task=view","Oat","NGAM-21-01","SAMOAT 1","2013Y1592","High panicle yield and protein content. (2.7t/ha)","Mid-altitute (600-800 m asl) ecology","General Mills, Inc., USA","Context Global Development and IAR Samaru, Zaria;","Eric Jackson, M. Oyekunle, R.O. Abdulmalik, Mark Nelson, Will Rogers, A.I. Gabasawa, H.N. Kura and Y. Hussani",2.7,2022,2022,10
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=811&cropid=45&task=view","Oat","NGAM-21-02","SAMOAT 2","BAM_96_6_55","High panicle yield and protein content. (4.1t/ha)","Mid-altitute (600-800 m asl) ecology","General Mills, Inc., USA","Context Global Development and IAR Samaru, Zaria;","Eric Jackson, M. Oyekunle, R.O. Abdulmalik, Mark Nelson, Will Rogers, A.I. Gabasawa, H.N. Kura and Y. Hussani",4.1,2022,2022,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=629&cropid=1&task=view","Cassava","NGME-20-47","UMUCASS 47 (GAME CHANGER)","TMS13F1160P000","High starch, dry matter content and high fresh root yield. (39.2t/ha)","Rainforest and Southern Guinea Savannah","IITA, Ibadan","IITA, Ibadan/NRCRI, Umudike","Peter Kulakow, Alfred Dixon, Ismail Rabbi, Elizabeth Parkes, Njoku Damian, Chiedozie N. Egesi, Busie Maziya-Dixon, Bela Teekan, Tessy Madu and Ugo Chijioke.",39.2,2020,2020,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=630&cropid=1&task=view","Cassava","NGME-20-48","UMUCASS 48 (OBASANJO-2)","TMS13F1343P002","High starch, dry matter content and high fresh root yield and good for flour. (38.7t/ha)","Rainforest and Southern Guinea Savannah","IITA, Ibadan","IITA, Ibadan/NRCRI, Umudike","Peter Kulakow, Alfred Dixon, Ismail Rabbi, Elizabeth Parkes, Njoku Damian, Chiedozie N. Egesi, Busie Maziya-Dixon, Bela Teekan, Tessy Madu and Ugo Chijioke.",38.7,2020,2020,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=631&cropid=1&task=view","Cassava","NGME-20-49","UMUCASS 49 (HOPE)","NR130124","High fresh root yield. Excellent gari and fufu quantity and quality. (40.1t/ha)","Rainforest and Southern Guinea Savannah","NRCRI, Umudike","NRCRI, Umudike/IITA, Ibadan","Chiedozie N. Egesi, Damian Njoku, L. Jiwuba, Peter Kulakow, Ismail Rabbi, Elizabeth Parkes, Joseph Onyeka, Tessy Madu, Ugo Chijioke and Bela Teeken.",40.1,2020,2020,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=632&cropid=1&task=view","Cassava","NGME-20-50","UMUCASS 50 (BABA-70)","IITA-TMS-IBA0007","High fresh root yield. Excellent gari and fufu quality. (37.5t/ha)","Rainforest and Southern Guinea Savannah","IITA, Ibadan","IITA, Ibadan/NRCRI, Umudike","Peter Kulakow, Alfred Dixon, Ismail Rabbi, Elizabeth Parkes, Njoku Damian, Chiedozie N. Egesi, Busie Maziya-Dixon, Bela Teekan, Tessy Madu and Ugo Chijioke.",35.5,2020,2020,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=633&cropid=1&task=view","Cassava","NGME-20-51","UMUCASS 51 (POUNDABLE)","TMEB693","Poundable, mealy, low cyanogenic potential and high dry matter. (26t/ha)","Rainforest and Southern Guinea Savannah","IITA, Ibadan","IITA, Ibadan/NRCRI, Umudike","Afred Dixon, Chiedozie N. Egesi, Peter Kulakow, Damian Njoku, Ismail Rabbi, Elizabeth Parkes, Charles Amadi, Mercy Diebiru-Ojo, Maria Okoro, Joseph Onyeka and Busie Maziya- Dixon",26,2020,2020,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=634&cropid=2&task=view","Cotton","NGGS 20-16","MAHYCO C 567","MRC 7377","High seed cotton yield and resistance to sucking insects. (3.7t/ha)","Northern Cotton Zone, North Eastern Cotton and the Rainforest of Nigeria","India","Mahyco Pvt Ltd, Jalna, Maharashtra, India","Mahyco Pvt Ltd, M.S. Mohammed, A.I. Yahaya, I. Onu, and D.I. Adekpe",3.7,2020,2020,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=635&cropid=2&task=view","Cotton","NGGS 20-17","MAHYCO C 571","MRC 7361","High seed cotton yield and resistance to sucking insects pests. (3.6t/ha)","Northern Cotton Zone, North Eastern Cotton and the Rainforest of Nigeria","India","Mahyco Pvt Ltd, Jalna, Maharashtra, India","Mahyco Pvt Ltd, M.S. Mohammed, A.I. Yahaya, I. Onu, and D.I. Adekpe",3.6,2020,2020,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=636&cropid=7&task=view","Maize","NGZM-20-152","SC667","11C4712","Vigorous, good standability, high yielding and excellent husk cover. (10t/ha)","Guinea Savannah","Seed Co Ltd., Zimbabwe","Seed Co. Nigeria Ltd.","Moses A. Adebayo, Gorden Mabuyaye, Elliot Tembo, Alex Chikoshana, Muhydeen Oyekunle, Abebe Menkir & Baffour Badu-Apraku",10,2020,2020,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=637&cropid=7&task=view","Maize","NGZM-20-153","SC419","SC419","Early-maturing, high yielding, tolerant to drought and low-N, resistant to Striga hermonthica , and good husk cover. (8t/ha)","Sudan and Guinea Savannah","Seed Co Ltd., Zimbabwe","Seed Co. Nigeria Ltd.","Moses A. Adebayo, Gorden Mabuyaye, Elliot Tembo, Alex Chikoshana, Muhydeen Oyekunle, Abebe Menkir & Baffour Badu-Apraku",8,2020,2020,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=638&cropid=7&task=view","Maize","NGZM-20-154","ILOMAZ 1","DTE STR-Y Syn Pop C4 F2","Tolerance to streak, rust, leaf blight, curvularia and Striga hermonthica. (6.6t/ha)","Southern Guinea Savannah and Rain Forest Ecologies","IITA, Ibadan","IITA, Ibadan/ University of Ilorin","B. Badu-Apraku, F. Bankole, G. Olaoye, M. Oyekunle, S. Olakojo, F. Takim, K. Omotesho & O. Ayinde.",6.6,2020,2020,6.6
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=639&cropid=7&task=view","Maize","NGZM-20-155","SAMMAZ 59","F2SCA1413-36","High provitamin A content of 16.3µg/g. (5.0t/ha)","Guinea Savannah Ecologies","IITA, Ibadan","IITA, Ibadan/ IAR, Samaru, Zaria","A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman & H. Mani",5,2020,2020,5
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=640&cropid=7&task=view","Maize","NGZM-20-156","SAMMAZ 60","F2SCA1413-12","High provitamin A content of 15.53µg/g. (5.0t/ha)","Guinea Savannah Ecologies","IITA, Ibadan","IITA, Ibadan/ IAR, Samaru, Zaria","A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman & H. Mani",5,2020,2020,8
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=641&cropid=7&task=view","Maize","NGZM-20-157","SAMMAZ 61","M1526-1","High yielding. (8.0t/ha)","Guinea Savannah Ecologies","IITA, Ibadan","IITA, Ibadan/ IAR, Samaru, Zaria","A. Menkir, M. Oyekunle, S.G. Ado, I.S. Usman, H. Mani, U.S. Abdullahi, M.B. Hassan, R. Abdulmalik, L.B. Hassan, H.O. Ahmed & H. Abubakar",8,2020,2020,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=642&cropid=7&task=view","Maize","NGZM-20-158","SAMMAZ 62 (DroughtTEGO WE5229)","WE5229","High yield and Stay- green. (8.0t/ha)","Guinea Savannah Ecologies","AATF/TELA Maize Project, Nairobi, Kenya","Bayer Crop Science, Petit, South Africa/ IAR, Samaru, Zaria/ CIMMYT, Nairobi, Kenya/ AATF, Nairobi, Kenya","E. Ndou, M. Oyekunle, Y. Beyene, R.S. Adamu & S.O. Oikeh",8,2020,2020,43
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=643&cropid=7&task=view","Maize","NGZM-20-159","SAMMAZ 63 (DroughtTEGO WE5202)","WE5202","High yield and Stay- green. (8.0t/ha)","Guinea Savannah and Forest Ecologies","AATF/TELA Maize Project, Nairobi, Kenya","Bayer Crop Science, Petit, South Africa/ IAR, Samaru, Zaria/ CIMMYT, Nairobi, Kenya/ AATF, Nairobi, Kenya","E. Ndou, M. Oyekunle, Y. Beyene, R.S. Adamu & S.O. Oikeh",8,2020,2020,24
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=644&cropid=12&task=view","Sorghum","NGSB-20-55","SAMSORG 50SW","Dansadau","High Brix content (22%), Brix Extract (15,000 litres/ha). 800kg/ha (grain)","Sudan and Sahel Savannah","Dansadau LGA Zamfara State","IAR, Samaru, Zaria","Aba, D. A., Yeye, M., Angarawai, I., Abdulmalik, R.O., Jerome, J., Shuaibu, M., Shebayan, J.A.Y., Hinjari, A.D., Zafari, B., and Alabi, M.F.",0.8,2020,2020,1.9
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=645&cropid=12&task=view","Sorghum","NGSB-20-56","SAMSORG 51SW","Yajin-69 (NRSSS005)","High Brix content (26%), Brix Extract (15,387 litres/ha). 1.5t/ha (grain)","Sudan and Sahel Savannah","Exotic lines from China","IAR, Samaru, Zaria","Aba, D. A., Yeye, M., Angarawai, I., Abdulmalik, R.O., Jerome, J., Shuaibu, M., Shebayan, J.A.Y., Hinjari, A.D., Zafari, B., and Alabi, M.F.",1.5,2020,2020,7.1
