state,crop,crop_equivalent_low,crop_equivalent_kg_person_year,crop_equivalent_high
14. Enugu,Soybean,0.004166697265252065,0.004166697265252065,0.004166697265252065
14. Enugu,Sweet potato,4.937498721083084,4.937498721083084,4.937498721083084
14. Enugu,Wheat,0.7782448939268747,0.8705790338843006,0.9167461038630134
14. Enugu,Yam,66.00280624346398,66.00603536439601,66.01001794687886
15. Gombe,Cassava,46.47397352487212,47.64948498453872,49.374375422781796
15. Gombe,Cocoyam,0.06428513964678027,0.06428513964678027,0.06428513964678027
15. Gombe,Cowpea,13.54001429801397,13.54001429801397,13.54001429801397
15. Gombe,Groundnut,1.2577224660094044,1.29510269750286,1.3324829289963152
15. Gombe,Maize,34.258241035703016,36.80331314109385,39.90979846036524
15. Gombe,Millet,10.809835267699276,10.809835267699276,10.809835267699276
15. Gombe,Plantain,0,0,0
15. Gombe,Potato,0.3589589055341377,0.3589589055341377,0.3589589055341377
15. Gombe,Rice,30.94409700206143,30.94409700206143,30.94409700206143
15. Gombe,Sorghum,35.95419586462336,35.95419586462336,35.95419586462336
15. Gombe,Soybean,2.66474204753388,2.66474204753388,2.66474204753388
15. Gombe,Sweet potato,5.2985074838701,5.2985074838701,5.2985074838701
15. Gombe,Wheat,1.3918897101863932,1.557029167327152,1.639598895897531
15. Gombe,Yam,4.535943204472241,4.5388426801678765,4.542418700192492
16. Imo,Cassava,128.03225675832542,150.5638967315039,184.25287229918567
16. Imo,Cocoyam,6.832464705396666,6.832464705396666,6.832464705396666
16. Imo,Cowpea,12.780540784396925,12.780540784396925,12.780540784396925
16. Imo,Groundnut,1.7557668507068374,1.8185827385310294,1.8813986263552214
16. Imo,Maize,9.874568162745149,10.508662015975338,11.142755869205523
16. Imo,Millet,0.055797188202988936,0.055797188202988936,0.055797188202988936
16. Imo,Plantain,15.985719452209654,15.985719452209654,15.985719452209654
16. Imo,Potato,0,0,0
16. Imo,Rice,28.921384115165335,28.921384115165335,28.921384115165335
16. Imo,Sorghum,0,0,0
16. Imo,Soybean,0.22669628833336822,0.22669628833336822,0.22669628833336822
16. Imo,Sweet potato,2.3375403230329743,2.3375403230329743,2.3375403230329743
16. Imo,Wheat,0.17210906045191052,0.1925287794885779,0.20273863900691155
16. Imo,Yam,44.30837041262298,44.331799967447274,44.36069641839724
17. Jigawa,Cassava,66.11500258132304,77.47861861132613,94.34816019098201
17. Jigawa,Cocoyam,0,0,0
17. Jigawa,Cowpea,16.94798840978006,16.94798840978006,16.94798840978006
17. Jigawa,Groundnut,1.0443700827237488,1.0663194262573081,1.0882687697908673
