survey_period,product,zone,estimate_kg_person_week,se,cv,ci_low,ci_high,estimate_kg_person_year_equivalent
Post-Planting,Malt drinks,6. South West,0.02363904175812647,0.005490984981315297,0.23228458401566313,0.012876711194748489,0.034401372321504455,1.232607177388023
Post-Planting,Mangoes,6. South West,0,0,NA,0,0,0
Post-Planting,Meat pie/Sausage roll,6. South West,0.001267888005802947,5.087371580385277e-4,0.40124770934822984,2.7076317604743296e-4,0.0022650128355584612,0.0661113031597251
Post-Planting,Melon - ground,6. South West,0.004996149401706143,5.67944409627235e-4,0.11367642637613815,0.003882978358836763,0.006109320444575524,0.2605135045175346
Post-Planting,Melon - shelled,6. South West,0.010700670368913506,0.001481533911402169,0.13845243898981974,0.007796863902565255,0.013604476835261756,0.5579635263790614
Post-Planting,Melon - unshelled,6. South West,0.0010311277435159105,4.0035747419232674e-4,0.3882714597778148,2.464270940989501e-4,0.001815828392932871,0.053765946626186764
Post-Planting,Milk - tinned,6. South West,0.004896015323584227,0.001240065389102925,0.2532805367518969,0.0024654871609424943,0.00732654348622596,0.25529222758689185
Post-Planting,Milk powder,6. South West,0.014514991826585938,0.004842663809338546,0.33363186608680206,0.005023370760282388,0.024006612892889488,0.7568531452434096
Post-Planting,Millet,6. South West,0.005507467850414711,0.002140741849232045,0.3886980201020779,0.0013116138259199024,0.00970332187490952,0.2871751093430528
Post-Planting,Mutton,6. South West,0,0,NA,0,0,0
Post-Planting,Ogbono - ground,6. South West,0.0010925455646859253,2.2726754859000897e-4,0.20801654039512915,6.471011694495078e-4,0.0015379899599223428,0.05696844730148039
Post-Planting,Ogbono - unground,6. South West,5.561716493425592e-4,1.5224574625040792e-4,0.27373877548482556,2.5776998669175963e-4,8.545733119933586e-4,0.029000378858576297
Post-Planting,Okra - dried,6. South West,1.6757756472392883e-4,1.1299099322464688e-4,0.6742608618927651,0,3.890399114442367e-4,0.008737973017747718
Post-Planting,Okra - fresh,6. South West,0.04331294684211467,0.0038882013332135336,0.08976995602231574,0.035692072229016145,0.05093382145521319,2.2584607996245505
Post-Planting,Onions,6. South West,0.1805583260090891,0.008481045179588928,0.04697122180431603,0.1639354774570948,0.19718117456108342,9.41482699904536
Post-Planting,Orange/Tangerine,6. South West,0.07018286460874107,0.00927354528985427,0.13213403786740385,0.0520067158406267,0.08835901337685544,3.65953508317007
Post-Planting,Other alcoholic beverages,6. South West,0,0,NA,0,0,0
Post-Planting,Other domestic poultry,6. South West,3.7863154274824244e-4,3.719832717717938e-4,0.982441317677357,0,0.0011077187554209581,0.019742930443301214
Post-Planting,Other eggs,6. South West,0,0,NA,0,0,0
Post-Planting,Other fish/seafood,6. South West,0,0,NA,0,0,0
Post-Planting,Other fruits,6. South West,5.128921529786602e-4,4.0544776060710125e-4,0.7905126998969132,0,0.0013075697637685785,0.026743662262458705
Post-Planting,Other grains/flour,6. South West,0.012558172537519962,0.004047664419359486,0.32231317154357514,0.00462475027557537,0.020491594799464552,0.6548189965992551
Post-Planting,Other meat,6. South West,0.0028993367039604383,8.402470153608855e-4,0.2898066355015353,0.0012524525538531027,0.004546220854067774,0.15117969956365143
Post-Planting,Other milk products,6. South West,3.1910701150876915e-4,3.205424457676251e-4,1.0044982849235091,0,9.473702052133143e-4,0.01663915131438582
Post-Planting,Other non-alcoholic drinks,6. South West,7.410115708499314e-6,7.423889395360724e-6,1.0018587681222861,0,2.1960938923406333e-5,3.863846048003214e-4
Post-Planting,Other nuts/seeds/pulses,6. South West,4.41709430197923e-4,3.923815006813809e-4,0.8883249345742086,0,0.0012107771715334295,0.023031991717463125
Post-Planting,Other oil/fat,6. South West,0,0,NA,0,0,0
Post-Planting,Other roots/tubers,6. South West,0,0,NA,0,0,0
Post-Planting,Other spices,6. South West,0.005985801740282836,7.185476730999253e-4,0.12004201012276981,0.004577448301006982,0.0073941551795586894,0.3121168050290336
Post-Planting,Other sweets,6. South West,0,0,NA,0,0,0
Post-Planting,Other vegetables,6. South West,0.005576095270873095,0.0019033479366796478,0.341340641473944,0.0018455333149809856,0.009306657226765205,0.29075353912409707
Post-Planting,Palm oil,6. South West,0.12877492935765222,0.004863650251154737,0.037768611292705194,0.11924217486538893,0.1383076838499155,6.7146927450775795
Post-Planting,Palm wine,6. South West,0.011648828163836025,0.004949274457992351,0.42487316220849175,0.001948250226171018,0.02134940610150103,0.6074031828285927
Post-Planting,Pawpaw,6. South West,0.07531168104443649,0.018257405872994,0.2424246228446488,0.03952716553336825,0.11109619655550473,3.926966225888474
Post-Planting,Pineapples,6. South West,0.055359427281237605,0.009669089017355153,0.17466020680152874,0.03640801280722151,0.07431084175525371,2.8865987082359608
Post-Planting,Pito,6. South West,2.447571372697397e-4,2.454283144338833e-4,1.0027422169242155,0,7.257966335601509e-4,0.012762336443350713
Post-Planting,Plantains,6. South West,0.1373469254858923,0.018202393809965585,0.13252858588258137,0.10167023361835975,0.17302361735342486,7.161661114621528
Post-Planting,Pork,6. South West,5.705431623173825e-4,3.204784493730821e-4,0.5617076332514278,0,0.0011986809230886235,0.02974975060654923
Post-Planting,Potatoes,6. South West,0.004493722729758458,0.001916402270109829,0.4264620639406556,7.375742803431931e-4,0.008249871179173723,0.2343155423374053
Post-Planting,Rice - imported,6. South West,0.32622101978764534,0.020402213848474487,0.06254107678823204,0.28623268064463536,0.3662093589306553,17.010096031784364
Post-Planting,Rice - local,6. South West,0.1364303138236752,0.022214755033361837,0.16282858560358188,0.092889393958286,0.17997123368906442,7.113866363663065
Post-Planting,Sachet water,6. South West,2.31584268152063,0.3329736928448725,0.1437807911141162,1.66321424354468,2.9684711194965803,120.75465410786144
Post-Planting,Salt,6. South West,0.043849139598239356,0.012652838630179426,0.28855386322534515,0.019049575883087682,0.06864870331339103,2.286419421908195
Post-Planting,Seafood,6. South West,7.850665329751748e-4,2.623892186612741e-4,0.3342254543279217,2.7078366439907756e-4,0.001299349401551272,0.04093561207656269
Post-Planting,Shea butter,6. South West,0,0,NA,0,0,0
Post-Planting,Snails,6. South West,0.0017530214629945078,7.540887286722452e-4,0.43016514320601207,2.7500755479690706e-4,0.0032310353711921085,0.09140754771328505
Post-Planting,Soft drinks,6. South West,0.1004316712275269,0.012803998749870935,0.1274896513557323,0.07533583367777986,0.12552750877727392,5.236794285435331
Post-Planting,Soya beans,6. South West,9.652721144050462e-4,3.396780254738701e-4,0.3518987241056203,2.995031844762609e-4,0.0016310410443338315,0.050332045965405976
Post-Planting,Sugar,6. South West,0.018827132994847954,0.0019077433845834844,0.10132946875690199,0.015087955961064325,0.022566310028631582,0.981700506159929
Post-Planting,Sweet potatoes,6. South West,0.0420025040048729,0.006546408184697113,0.15585756944247026,0.02917154396286656,0.054833464046879235,2.1901305659683725
Post-Planting,Tea,6. South West,0.001535929512625528,3.109554411908536e-4,0.20245423936109172,9.264568478914549e-4,0.002145402177359601,0.0800877531583311
Post-Planting,Tomato puree - canned,6. South West,0.010722200962027422,0.0010733217377452895,0.10010274397452992,0.008618490356046655,0.01282591156800819,0.5590861930200013
Post-Planting,Tomatoes,6. South West,0.25457571021545417,0.009722213066009646,0.03818986916615682,0.23552017260607527,0.27363124782483306,13.274304889805824
Post-Planting,Watermelon,6. South West,0.1974098519463286,0.03035045854427786,0.15374338334709597,0.137922953199544,0.2568967506931132,10.293513708629991
Post-Planting,Wheat flour,6. South West,0.03361674101371183,0.00548598949070989,0.1631921871448582,0.022864201611920446,0.04436928041550321,1.7528729242864025
Post-Planting,White beans,6. South West,0.056975189672206175,0.008689625805323837,0.1525159609878901,0.03994352309377146,0.07400685625064089,2.970849175765036
Post-Planting,Wild game/Bush meat,6. South West,0.0052547463331722,0.001794698139997102,0.34153849228982164,0.0017371379787778805,0.00877235468756652,0.2739974873725504
Post-Planting,Yam flour,6. South West,0.08382202802972585,0.00939348565620503,0.11206464311354782,0.06541079614356399,0.10223325991588772,4.3707200329785625
Post-Planting,Yam roots,6. South West,1.0753735091039613,0.12577741645419674,0.11696160951463168,0.8288497728537357,1.321897245354187,56.073047260420836
